,user1,user2,weight,time_window
59,1062583370,331617619,205,v
60,1111282470715080704,469488146,204,v
61,1341462944,317769975,201,v
62,563712100,732817452569141248,200,v
63,721338196639014912,1392726045082767360,200,v
64,1123858502118776834,337767301,198,v
65,1307298463990906880,337767301,196,v
66,785129133009494021,337767301,193,v
67,742397759991480320,986811270,192,v
68,706097800040357889,337767301,192,v
69,728525736185896964,1683455144,191,v
70,776054274115723264,501491773,191,v
71,1322543941,422152255,189,v
72,424084271,986811270,187,v
73,862970692958138368,986811270,186,v
74,1282221813376978946,1063806444380798976,185,v
75,1430162268,986811270,184,v
76,1179711277,469488146,184,v
77,1383442582768820235,337767301,182,v
78,1111697667946659840,1130603749,181,v
79,737129292811866112,986811270,180,v
80,1357742474840653825,1289758279250452480,180,v
81,1430162268,475234937,180,v
82,89647379,337767301,180,v
83,1371468588796805120,1393154995818835968,178,v
84,4038038116,986811270,177,v
85,350810508,337767301,177,v
86,986268867839385603,1216857073,177,v
87,57358236,422152255,177,v
88,307278565,52424550,175,v
89,424084271,1392726045082767360,174,v
90,813082526248030208,337767301,172,v
91,999280766,337767301,171,v
92,3676549834,469677548,170,v
93,3030533474,18935802,169,v
94,90219175,469488146,168,v
95,2498940386,1161022078084112390,168,v
96,1055863542023360512,929110006284406785,168,v
97,999280766,1302616789348691968,168,v
98,489331719,1343955493212065794,168,v
99,1348996921646575617,1392726045082767360,168,v
0,849990387255177220,17007782,771,vi
1,1374129418793279491,628527048,440,vi
2,965513960274452480,17007782,398,vi
3,1143175728046977024,628527048,379,vi
4,424084271,1302616789348691968,354,vi
5,1382258084567998469,1683455144,353,vi
6,2637882316,1216857073,350,vi
7,706097800040357889,1302616789348691968,338,vi
8,1111697667946659840,52424550,323,vi
9,1382258084567998469,1392726045082767360,312,vi
10,1348996921646575617,1392726045082767360,303,vi
11,1042482833007239168,1216857073,296,vi
12,430544226,1392726045082767360,293,vi
13,1000144495499993089,1289758279250452480,282,vi
14,492602588,337767301,277,vi
15,229160327,337767301,272,vi
16,1261985035269308416,1302616789348691968,265,vi
17,1168229197984215041,1350851479045877763,264,vi
18,424084271,475234937,264,vi
19,89647379,337767301,260,vi
20,489331719,1248216384577953792,256,vi
21,1352150731944562689,1401075900477841411,253,vi
22,1258867179191259140,1683455144,252,vi
23,424084271,1683455144,251,vi
24,1168168001096552448,761787475,251,vi
25,1313354509968642048,1360232480,250,vi
26,785129133009494021,1302616789348691968,249,vi
27,2436608759,1360232480,245,vi
28,57358236,475234937,245,vi
29,783015635181789187,475234937,242,vi
30,3372869746,337767301,241,vi
31,1420711554270511107,1360232480,240,vi
32,2367346314,422152255,239,vi
33,424084271,1360232480,239,vi
34,424084271,1392726045082767360,239,vi
35,1701423990,732817452569141248,238,vi
36,1423246370597752832,875178422,231,vi
37,1158758131448590336,1360232480,230,vi
38,792793865489117184,1360232480,230,vi
39,2155461192,1360232480,228,vi
40,1125440833099112448,1360232480,224,vi
41,1077644550,1302616789348691968,223,vi
42,1323883037709504513,1392726045082767360,222,vi
43,892482377590636545,1360232480,221,vi
44,928345597182177286,1360232480,221,vi
45,1415729276905836548,1364939599601168385,221,vi
46,1214986704492339206,1360232480,218,vi
47,115558584,1392726045082767360,217,vi
48,1435676887603458061,1392726045082767360,215,vi
49,1268953866,1148476160,214,vi
50,1423166823684509696,1360232480,214,vi
51,1050589128,732817452569141248,213,vi
52,380869169,3066059530,211,vi
53,1345033794529714178,986811270,211,vi
54,1288901307093450752,1360232480,211,vi
55,1344470080487305216,1248216384577953792,211,vi
56,1427276891023626240,1360232480,211,vi
57,1077644550,1360232480,210,vi
58,2876249524,1360232480,209,vi
59,2325890912,1041031657896259584,209,vi
60,1390653288136290307,1360232480,207,vi
61,999280766,337767301,207,vi
62,4160203479,1364939599601168385,206,vi
63,224226820,337767301,205,vi
64,1337144779772194819,1360232480,205,vi
65,952247125185720320,475234937,204,vi
66,1423166823684509696,1364939599601168385,204,vi
67,229160327,761787475,201,vi
68,307278565,404064077,201,vi
69,1285866977693700096,1360232480,199,vi
70,1156225273928527872,1392726045082767360,198,vi
71,827199467304673280,1302616789348691968,198,vi
72,1275154423,1360232480,194,vi
73,1026475254577807366,1683455144,194,vi
74,1187380629085790208,1360232480,194,vi
75,1222246382188318720,422152255,193,vi
76,797492340,56341776,193,vi
77,502018244,1360232480,193,vi
78,401507232,1360232480,192,vi
79,67280822,337767301,191,vi
80,4160203479,1360232480,190,vi
81,1168229197984215041,1683455144,190,vi
82,358270300,1360232480,189,vi
83,1430162268,475234937,189,vi
84,2280648054,25676606,189,vi
85,742397759991480320,1360232480,187,vi
86,941041278,1360232480,187,vi
87,1125440833099112448,1364939599601168385,187,vi
88,1377439021,17007782,187,vi
89,1042763174,1360232480,186,vi
90,960110310530142208,1396921468127170567,186,vi
91,887707547284762624,469488146,186,vi
92,860027361504493568,469488146,186,vi
93,792793865489117184,475234937,184,vi
94,754738337445998592,1360232480,184,vi
95,3892072667,469488146,183,vi
96,888268895341035520,1683455144,181,vi
97,468441125,1360232480,181,vi
98,1360341200990068741,475234937,181,vi
99,706097800040357889,337767301,180,vi
